file_id,path,ext,label,source
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\002ce0d28ec990aadbbc89df457189de37d8adaadc9c084b78eb7be9a9820c81.json,.json,0,json_features
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\003851675800dc05cdac1baa84cab8f68534b244906d97ced0c40f50da27df0a.json,.json,0,json_features
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\00eea85752664955047caad7d6280bc7bf1ab91c61eb9a2542c26b747a12e963.json,.json,0,json_features
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\0111bddac92a792c7b2ee3ab77642c33df0e01afe737b0d1fa0cbbf331d9572c.json,.json,0,json_features
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\016584e586de67b725ac1e3974fcca320bf81c8c489ebb17d9909735d517e7ae.json,.json,0,json_features
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\01a38ae91ae28ca9dcc89790292ad106a3f5bf8c16318b7ac9c1e7ab4ca628d4.json,.json,0,json_features
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\0222aaf048e5bc28f88d03862f133bc444d358f06201e00dcc93422c81e5bcca.json,.json,0,json_features
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\02253301617f5201605443ec0c4ab9e3bf8667caa3ea57a0be4d0641e2394ef6.json,.json,0,json_features
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\02431aa60089b968bc59acc69796ed9418546894752d0c9766fbe3aae0a85031.json,.json,0,json_features
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\03aed529543ac4ce2d9bb6b325f59686a06f1e9df112cf719a8e5222fffda801.json,.json,0,json_features
e8deff2685d79683c09e3b7f66f6487e7f9ce6e4ce63619d24fb0cad81fdede2,E:\Projects\SafeDocs\SafeDocs_Datasets_ML\safedocs_dataset\raw\json_features\benign\046041aba6ba77534c36bb0c2496408d23c6a09f930c46b392f1edc70dfd66de.json,.json,0,json_features
